Data,Pattern,Algorithm,Load and preprocess time,Filtering time,Ordering time,Enumeration time,Total time,#Embeddings
human,query_dense_4_143,VF2++,0.03387926,2.417e-05,3.292e-05,0.00015819,0.03409454,8436
human,query_sparse_8_167,TurboISO,0.02704345,0.00011097,2.534e-05,478.06160302,478.08878278000003,66946055320
human,query_dense_4_102,ORBIT,0.03046748,0.00150827,1.866e-05,0.00942147,0.04141588,1202024
human,query_dense_4_53,TurboISO,0.02697869,0.00028282,1.935e-05,0.69323947,0.7205203299999999,8804922
human,query_dense_8_128,DPiso,0.02793457,0.00064063,1.57e-05,0.03591611,0.06450701,396400
human,query_sparse_12_63,TurboISO,0.03089488,0.00012933,2.545e-05,1.69746281,1.72851247,48278168
human,query_dense_8_180,VF2++,0.03259577,9.412e-05,3.639e-05,0.00141153,0.034137810000000005,78280
human,query_sparse_8_37,GraphQL,0.02735293,0.00039797,1.653e-05,796.29028189,796.31804932,33042330000
human,query_dense_4_184,ORBIT,0.01919143,0.00151725,1.937e-05,0.03160654,0.05233459,2237328
human,query_dense_4_88,ORBIT,0.02625831,0.00153293,1.989e-05,0.00563647,0.0334476,447738
human,query_dense_4_40,ORBIT,0.01950642,0.0014628,2.029e-05,0.00970316,0.03069267,786300
human,query_dense_4_101,VF2++,0.03849137,4.281e-05,3.355e-05,0.05764824,0.09621597,662552
human,query_sparse_12_56,TurboISO,0.02006723,0.00010192,2.542e-05,118.50345639,118.52365096,18358255080
human,query_dense_4_114,DPiso,0.03164229,0.00058251,1.671e-05,1.28442137,1.31666288,15933640
human,query_dense_8_199,GraphQL,0.0315999,0.00037812,1.703e-05,16.44166944,16.473664489999997,138819744
human,query_dense_12_22,GraphQL,0.03075997,0.0003307,1.769e-05,0.03544997,0.06655833,2405304
human,query_dense_8_72,GraphQL,0.04114547,0.00014489,1.622e-05,0.02517941,0.06648599,337920
human,query_dense_8_126,TurboISO,0.02777136,0.0003895,2.753e-05,1420.26870572,1420.29689411,220541209824
human,query_dense_4_42,DPiso,0.02378855,0.00060892,1.956e-05,1.18439507,1.2088121,15933640
human,query_sparse_8_121,ORBIT,0.01906421,0.00235675,2.127e-05,274.28689703,274.30833925999997,27847248970
human,query_dense_8_37,GraphQL,0.03266323,0.00036047,1.556e-05,869.97078204,870.0038213,22615639200
human,query_dense_4_75,TurboISO,0.03724787,0.00016448,1.996e-05,0.20548794,0.24292025,2114562
human,query_dense_4_69,GraphQL,0.03003733,0.00044544,1.538e-05,0.29845128,0.32894943,3043632
